Label,Type,CLO_C,CLO_M,CL_C,CL_M,UBERON_C,UBERON_M,BTO_C,BTO_M
A-673_clone_Asp114_Ewing_sarcoma,CL,CLO_0001605,CLO_0001601,CL_0000187,CL_0000187,UBERON_0005090,UBERON_0005090,BTO_0003768,BTO_0004236
hMSC-TERT,CL,-,-,CL_0000134,CL_0000134,UBERON_0002371,UBERON_0002371,-,BTO_0004245
LNCaP_prostate_carcinoma_ETOH_SHCTR,CL,CLO_0007365,CLO_0006357,CL_0002231,CL_0002231,UBERON_0002367,UBERON_0002367,BTO_0001321,BTO_0001321
GMP_Frozen_BM1077,CT,-,-,CL_0000557,CL_0002068,UBERON_0002371,UBERON_0002371,-,BTO_0000914
FLP76_embryonic_kidney,CL,-,-,CL_1000497,-,UBERON_0002113,UBERON_0002113,-,-
HEK293T,CL,CLO_0037372,CLO_0030002,CL_0002518,CL_0002518,UBERON_0002113,UBERON_0002113,BTO_0002181,BTO_0002938
GM15510,CL,CLO_0028068,-,CL_0000236,-,UBERON_0000178,-,-,-
Chondrocyte - re diff donor2,CT,-,-,CL_0000138,CL_0000138,UBERON_0002418,UBERON_0002418,BTO_0000249,BTO_0000443
HeLaS3,CL,CLO_0003696,-,CL_0002535,CL_0002535,UBERON_0000002,UBERON_0000002,BTO_0000568,BTO_0000568
mesothelioma cell line:NCI-H28,CL,CLO_0008079,CLO_0008094,CL_0000082,CL_0000082,UBERON_0002048,UBERON_0002048,-,BTO_0005969
H9 derived neuronal progenitor cultured cells,CL,-,-,CL_0011020,CL_0011021,UBERON_0001016,UBERON_0001016,-,-
HeLa-S3_Cervical_Carcinoma,CL,CLO_0003696,CLO_0037249,CL_0002535,CL_0002535,UBERON_0000002,UBERON_0000002,BTO_0000568,BTO_0000567
muscle-of-leg,A,-,-,CL_0000737,CL_0000187,UBERON_0001383,UBERON_0011813,BTO_0000722,-
iPS DF 19.11 Cells,CL,CLO_0037308,CLO_0037442,CL_0002248,CL_0002248,-,-,-,-
lung right lower lobe adult donor1,A,-,-,CL_0000082,CL_0000082,UBERON_0002171,UBERON_0001416,-,BTO_0005772
GBM07,CT,CLO_0003456,CLO_0003456,CL_0000125,CL_0000125,UBERON_0000955,UBERON_0000955,-,-
MPAL1_T2_4,CT,-,-,CL_0000988,CL_0000988,UBERON_0000178,UBERON_0000178,-,-
Myeloid_liver_0,CT,-,-,CL_0000763,CL_0000775,UBERON_0002107,UBERON_0002107,BTO_0000906,BTO_0000912
BJ/ET,CL,CLO_0001980,CLO_0010492,CL_1001608,CL_1001595,UBERON_0001332,UBERON_0001332,BTO_0003807,BTO_0004558
750T,CT,-,-,CL_1000497,CL_0000655,UBERON_0002113,UBERON_0000668,-,-
left ventricle_DCM_LV1009,A,-,-,CL_0002494,CL_0002494,UBERON_0002084,UBERON_0002084,BTO_0001629,BTO_0001629
CluB_D,CT,-,-,CL_0000158,CL_0011108,UBERON_0002048,UBERON_0000999,-,-
A549 DMSO,CL,CLO_0001601,CLO_0001601,CL_0000082,CL_0000082,UBERON_0002048,UBERON_0002048,BTO_0000018,BTO_0000018
Astro_Oligodendro_cerebrum_2,CT,-,-,CL_0000125,CL_0000125,UBERON_0000955,UBERON_0000955,-,-
HCT116 TP53-/-_Nutlin3A,CL,CLO_0003665,CLO_0003665,CL_0011108,CL_0011108,UBERON_0001155,UBERON_0001155,BTO_0001109,BTO_0001109
GM18507,CL,CLO_0024916,CLO_0024642,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,-,-
HUVECs_TNF0min,CL,CLO_0004307,CLO_0004307,CL_0002618,CL_0002618,UBERON_0002331,UBERON_0012209,BTO_0001949,BTO_0004309
NB69,CL,CLO_0050263,-,CL_0000031,CL_0000031,UBERON_0000955,UBERON_0001016,BTO_0005426,-
Brain Germinal Matrix,A,-,-,CL_0002319,CL_0002319,UBERON_0000955,UBERON_0001034,-,-
Macrophages_GM-CSF_72h,CT,-,-,CL_0000235,CL_0000235,UBERON_0000178,UBERON_0000178,BTO_0000801,BTO_0000801
PATU8988S_GFP_DOX,CL,CLO_0008383,CLO_0031258,CL_0000083,CL_0002072,UBERON_0001264,UBERON_0001264,BTO_0005191,-
paracentral gyrus adult pool1,A,-,-,CL_0002319,CL_0002319,UBERON_0007190,UBERON_0010078,BTO_0005601,BTO_0005773
COLO320-DM_DMSO,CL,CLO_0002571,CLO_0002600,CL_0011108,-,UBERON_0001155,UBERON_0001155,BTO_0002047,BTO_0003197
Th2,CT,-,-,CL_0000546,CL_0000725,UBERON_0002405,UBERON_0002405,BTO_0001679,BTO_0001941
Glioblastoma neurosphere cell_HF-3016,CT,-,-,CL_0000125,CL_0000125,UBERON_0001017,UBERON_0001017,BTO_0001530,BTO_0002576
Ik6pre-BALL+TET-emptyvector,CT,-,-,CL_0000988,CL_0000988,UBERON_0000178,UBERON_0000178,-,-
gm12891,CL,CLO_0022859,CLO_0026544,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,-,-
293Trex_B4Nflag_7h,CL,CLO_0037238,-,CL_0002518,CL_0002518,UBERON_0002113,UBERON_0002113,BTO_0005238,-
NH-A astrocyte,CT,-,-,CL_0000127,CL_0002584,UBERON_0001017,UBERON_0000010,BTO_0000099,BTO_0002577
PANC1_2,CL,CLO_0008381,CLO_0008381,CL_0000169,CL_0000187,UBERON_0001264,UBERON_0001264,BTO_0000304,BTO_0000052
CHL-1,CL,CLO_0002420,-,CL_2000000,CL_0000314,UBERON_0001003,UBERON_0000992,BTO_0004061,BTO_0005362
Renal Proximal Tubular Epithelial Cell donor2,CT,-,-,CL_0002306,CL_0002302,UBERON_0008404,UBERON_0008404,BTO_0006154,-
cervical-cancer_KDM5C,CT,-,-,CL_0002535,CL_0002535,UBERON_0000002,UBERON_0000017,-,BTO_0002592
hESC-1_Embryonic_stem_cells_WNT3A,CL,CLO_0037281,CLO_0037280,CL_0002322,CL_0002322,UBERON_0000922,UBERON_0000922,BTO_0006080,BTO_0006080
FLP76,CL,-,-,CL_1000497,-,UBERON_0002113,UBERON_0000029,-,-
Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells,CT,-,-,CL_0002540,CL_0002568,UBERON_0002371,UBERON_0002371,-,BTO_0003298
ILC1,CT,-,-,CL_0001067,CL_0000553,UBERON_0002405,UBERON_0000153,-,-
Naive_Treg,CT,-,-,CL_0002677,CL_0000905,UBERON_0002370,UBERON_0002370,-,-
Lung cancer-derived Cell Lines,CT,-,-,CL_0000082,CL_0000082,UBERON_0002048,UBERON_0002048,BTO_0000762,BTO_0000051
iPS-15b,CL,-,-,CL_0002248,CL_0010004,-,-,-,-
"CD8-positive, alpha-beta T cell",CT,-,-,CL_0000625,CL_0000625,UBERON_0002405,UBERON_0000178,BTO_0000289,BTO_0000702
MPNST007_PRC2 WT,CT,-,-,-,CL_0000576,UBERON_0001021,UBERON_0009202,BTO_0005316,BTO_0003172
Excitatory_neur_cerebrum_6,CT,-,-,CL_0000540,CL_0000540,UBERON_0000955,UBERON_0000955,-,BTO_0006068
V457,-,-,-,CL_0011108,CL_0000319,UBERON_0001155,UBERON_0002371,-,-
Club-A,CT,-,-,CL_0000158,CL_0000242,UBERON_0002048,UBERON_0002048,-,-
MKN28,CL,CLO_0037142,CLO_0050362,CL_0002178,CL_0002079,UBERON_0000945,UBERON_0000945,BTO_0002381,BTO_0000256
fibroblast_of_pulmonary_artery,CT,-,-,CL_0002557,CL_0000057,UBERON_0002012,UBERON_0002008,-,-
GMP_BM1214,CT,-,-,CL_0000557,CL_0002050,UBERON_0002371,UBERON_0002371,-,BTO_0002801
body-of-pancreas,A,-,-,CL_0000083,CL_0000083,UBERON_0001150,UBERON_0001357,-,-
Glioblastoma Cell Lines,CT,-,-,CL_0000125,CL_0000125,UBERON_0001017,UBERON_0001017,BTO_0001530,BTO_0001845
Kelly_shB4_Res,CL,CLO_0007091,CLO_0007096,CL_0000031,CL_0000031,UBERON_0000955,UBERON_0000955,BTO_0006213,BTO_0006352
CD4_TH1_DMSO,CT,-,-,CL_0000545,CL_0000895,UBERON_0002405,UBERON_0000178,BTO_0001678,-
LS174T_colon_adenocarcinoma_BI8622,CL,CLO_0007403,CLO_0007945,CL_0011108,CL_0010014,UBERON_0001155,UBERON_0001155,BTO_0001553,BTO_0001223
ME-1_DMSO_6h,CL,CLO_0009847,-,CL_0000763,CL_0002518,UBERON_0000178,UBERON_0002113,-,-
Esophagus,A,-,-,CL_0002252,CL_0002194,UBERON_0001043,UBERON_0001043,BTO_0000959,BTO_0000242
Fetal intestine large,A,-,-,CL_0002253,CL_0011108,UBERON_0000059,UBERON_0001151,BTO_0000706,-
HSMM Skeletal Muscle Myoblasts Cells,CL,CLO_0000809,CLO_0037264,CL_0000056,CL_0000056,UBERON_0005090,UBERON_0011673,-,BTO_0002742
GM18486,CL,CLO_0024943,CLO_0026346,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,-,-
GLC16,CL,-,-,CL_0000082,CL_0002535,UBERON_0002048,UBERON_0000002,-,BTO_0006692
Fibroblast - skin spinal muscular atrophy donor2,CT,-,-,CL_0002620,CL_0002620,UBERON_0001003,UBERON_0001003,BTO_0001255,BTO_0001174
Neural Crest Cells,CT,-,-,CL_0011012,CL_0002319,UBERON_0002342,UBERON_0003104,BTO_0003825,BTO_0004901
hESC,CL,CLO_0037280,-,CL_0002322,CL_0002322,UBERON_0000922,UBERON_0000922,BTO_0001086,BTO_0001086
CLB-BER-Lud,CL,-,-,CL_0000031,-,UBERON_0001016,UBERON_0000992,-,-
Endothelial Cells - Lymphatic donor1,CT,-,-,CL_0002138,CL_0002138,UBERON_0001473,UBERON_0001768,BTO_0004167,BTO_0004933
Stromal_placenta_4,CT,-,-,CL_0000499,CL_19%,UBERON_0001987,UBERON_0001987,-,-
NUT,CL,-,-,CL_0000015,CL_0000015,UBERON_0000473,-,-,-
Syn_vil_cytoTrophobs_placenta_1,CT,-,-,CL_0000034,CL_0000034,UBERON_0001987,UBERON_0001987,-,BTO_0004793
GM18526,CL,CLO_0024847,-,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,-,-
IMR90_#2,CL,CLO_0006951,CLO_0006951,CL_0002553,CL_0002553,UBERON_0002048,UBERON_0002048,BTO_0001229,BTO_0001595
HFF-Myc,CL,-,-,CL_1001608,CL_1001608,UBERON_0001332,UBERON_0001332,-,BTO_0001099
Fibrob_BCC,CT,-,-,CL_0000057,CL_3000001,UBERON_0002384,UBERON_0002423,BTO_0000452,BTO_0001287
BT-474_breast_invasive_ductal_carcinoma_EGF,CL,CLO_0002042,CLO_0002042,CL_0002327,CL_0002327,UBERON_0000310,UBERON_0000310,BTO_0001932,BTO_0001941
MCF10CA1a,CL,CLO_0007599,-,CL_0002327,CL_0002327,UBERON_0000310,UBERON_0000310,-,-
ovary adult pool1,A,-,-,-,CL_0000236,UBERON_0000992,UBERON_0000971,BTO_0000975,BTO_0000752
LY4,CL,-,-,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,-,-
Endothelial Cells - Aortic donor3,CT,-,-,CL_0002544,CL_0002618,UBERON_0000947,UBERON_0001638,BTO_0003245,-
Th17-IL-10- Day 5,CT,-,-,CL_0000899,CL_0000897,UBERON_0002405,UBERON_0002405,BTO_0005655,BTO_0005486
adult CD4+CD25hiCD127lo regulatory T cells,CT,-,-,CL_0000815,CL_0002602,UBERON_0002405,UBERON_0002405,-,-
MALME-3,CL,CLO_0007528,CLO_0003035,CL_0002620,CL_0000187,UBERON_0001003,UBERON_0000472,BTO_0004161,-
HUES48 Cells,CL,-,-,CL_0002322,CL_0002322,UBERON_0000922,UBERON_0000922,-,-
GM12873_female_B-cells,CL,CLO_0022835,CLO_0021343,CL_0000236,CL_2000045,UBERON_0000178,UBERON_0000178,-,BTO_0006556
Brain_Substantia_Nigra,A,-,-,CL_0002614,CL_0000152,UBERON_0002038,UBERON_0000976,BTO_0000143,BTO_0000371
Capan1-untreated,CL,CLO_0002197,CLO_0002571,CL_0002079,CL_0002063,UBERON_0000017,UBERON_0001264,BTO_0002744,-
H1 hESC-derived neural progenitor cells_Smad_72hr,CL,-,-,CL_0011020,CL_0011020,UBERON_0000922,UBERON_0000922,-,-
thymocyte,CT,-,-,CL_0000893,CL_0000942,UBERON_0002370,UBERON_0002370,BTO_0001372,BTO_0000845
LTAD_long_term_androgen_deprivation,-,-,-,-,-,-,-,-,-
HUDEP-2_BCL11AKO,CL,-,CLO_0037042,CL_0000038,CL_0000038,UBERON_0012168,UBERON_0012168,-,-
Whole blood (ribopure) donor090612 donation2,A,-,-,CL_0000988,-,UBERON_0000178,UBERON_0000178,-,BTO_0001357
DIPGIV,CT,-,-,CL_0000125,CL_0002319,UBERON_0000955,UBERON_0000955,-,-
Pro-B,CT,-,-,CL_0000826,CL_0000763,UBERON_0002371,UBERON_0000178,BTO_0003104,-
dermal_fibroblasts,CT,-,-,CL_0002551,CL_000PTR_Cl_0000149,UBERON_0002067,UBERON_0002090,BTO_0004419,BTO_0000413
Brain_Putamen_basal_ganglia,A,-,-,CL_0002319,CL_0002319,UBERON_0002420,UBERON_0002022,-,BTO_0000273
MALME3,CL,CLO_0007528,-,CL_0002620,CL_2000066,UBERON_0001003,UBERON_0001003,BTO_0004161,-
TTC549_Doxycycline,CL,-,-,-,CL_0011108,UBERON_0002107,UBERON_0011108,-,-
CA-46_Burkitt_lymphoma,CL,CLO_0002168,-,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,BTO_0000789,BTO_0001678
LREX,CL,-,-,CL_0002231,CL_0000623,UBERON_0002367,UBERON_0000624,-,-
C4-2B_vehicle_24h,CL,CLO_0037116,CLO_0037117,CL_0002231,CL_0002231,UBERON_0002367,UBERON_0002367,BTO_0004959,-
Endothelial Cells - Umbilical vein donor3,CT,-,-,CL_0002618,CL_0009248,UBERON_0002066,UBERON_0002037,BTO_0004296,-
MM001_Primary_Melanoma,CT,-,-,CL_0000148,CL_0000148,UBERON_0001003,UBERON_0001003,-,-
TSU-1621-MT_adult_acute_myeloid_leukemia_ATRA,CL,-,CLO_0037093,CL_0000763,CL_0000763,UBERON_0000178,UBERON_0000178,-,-
NCR-G1,CL,CLO_0051395,CLO_0017032,CL_0000015,CL_0000542,UBERON_0000473,UBERON_0000178,-,-
muscle_of_leg,A,-,-,CL_0000737,CL_0000188,UBERON_0001383,UBERON_0013549,-,-
GBM35,CT,CLO_0003456,-,CL_0000125,-,UBERON_0000955,UBERON_0000955,-,-
Myeloid_liver_3,CT,-,-,CL_0000763,CL_0000763,UBERON_0002107,UBERON_0002107,BTO_0000906,BTO_0000921
HIT DH5A cells (RBC),-,-,-,-,CL_0000031,-,UBERON_0002371,-,-
Inhib_neur_cerebrum_2,CT,-,-,CL_0000540,CL_0000540,UBERON_0000955,UBERON_0000955,-,-
22rv1-arvs,CL,CLO_0001200,CLO_0037119,CL_0002231,CL_0002231,UBERON_0002367,UBERON_0002367,BTO_0002999,BTO_0003169
Primary haematopoietic stem cells (HSCs),CT,-,-,CL_0000037,CL_0000037,UBERON_0002371,UBERON_0002371,BTO_0000725,BTO_0000721
H9_Cell_Line,CL,CLO_0003612,CLO_0003612,CL_0000084,CL_0000084,UBERON_0000178,UBERON_0000178,BTO_0001944,BTO_0001940
SF268,CL,CLO_0009902,CLO_0001572,CL_0000127,CL_0000127,UBERON_0000955,UBERON_0000955,BTO_0003772,-
IMR-5_Neuroblastoma,CL,CLO_0006950,-,CL_0000031,CL_0000031,UBERON_0000955,UBERON_0005090,BTO_0005846,BTO_0003568
Fetal_Kidney,A,-,-,CL_1000497,CL_1000497,UBERON_0002113,UBERON_0002113,BTO_0000671,-
HUVEC_Notch1kd_IL1beta,CL,CLO_0004307,CLO_0004307,CL_0002618,CL_0002523,UBERON_0002331,UBERON_0002331,BTO_0001949,BTO_000204
PFSK-1,CL,CLO_0008425,CLO_0050425,CL_0000057,CL_0000056,UBERON_0000955,UBERON_0000955,-,-
NCI-H2171 cells,CL,CLO_0008060,CLO_0008022,CL_0000082,CL_0000082,UBERON_0002048,UBERON_0002048,BTO_0005978,-
EM CD4+ ab T (PB),CT,-,-,CL_0000624,CL_0000624,UBERON_0000178,UBERON_0000178,-,BTO_0001285
TEX-HIST1H3F-K27I-2-Rx_cells,CL,-,-,CL_0000034,-,UBERON_0002371,-,BTO_0006359,-
CAL51,CL,CLO_0002185,-,CL_0002327,CL_0009252,UBERON_0000310,UBERON_0000310,BTO_0000945,BTO_0005739
HEK293-FT,CL,CLO_0037237,CLO_0037820,CL_0002518,CL_100049702,UBERON_0002113,UBERON_0002367,BTO_0005029,-
colon fetal donor1,A,-,-,CL_0011108,CL_0011108,UBERON_0001155,UBERON_0001180,BTO_0000269,BTO_0000639
Adrenocortical_adrenal_3,CT,-,-,CL_0002097,CL_0002097,UBERON_0002369,UBERON_0002369,BTO_0005817,BTO_0001949
LY1,CL,-,-,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,-,-
Myeloid_adrenal,CT,-,-,CL_0000763,CL_0000763,UBERON_0002369,UBERON_0002368,BTO_0000906,-
Endothelial Cells - Vein donor2,CT,-,-,CL_0002543,CL_0009090,UBERON_0001638,UBERON_0001658,-,BTO_0005625
FL16,CL,-,-,CL_0000236,-,UBERON_0000029,-,-,-
Bone marrow derived hMSC_d0,CT,-,-,CL_0002540,CL_0000059,UBERON_0002371,UBERON_0002371,-,BTO_0004301
429_Tumor_H3.3K27WT,-,-,-,-,CL_0002319,UBERON_0000955,UBERON_0000955,-,-
SGBS,CT,-,-,CL_0000499,CL_0000136,UBERON_0001013,UBERON_00023708,-,-
mesenchymal stem cell line:Hu5/E18,CL,-,-,CL_0008019,CL_0000134,UBERON_0003104,UBERON_0002384,-,BTO_0003298
carcinoid cell line:NCI-H1770,CL,CLO_0008017,CLO_0008305,CL_1000223,CL_0000076,UBERON_0002048,UBERON_0000002,-,-
MCC26_virus_negative,CL,-,-,CL_0000242,CL_2000942,UBERON_0001003,UBERON_0002107,-,-
HS-SY-2,CL,CLO_0050072,-,CL_0000214,CL_0000236,UBERON_0003668,UBERON_0000178,BTO_0006086,-
Crc Cell,CT,-,CLO_0051384,CL_0011108,CL_0011108,UBERON_0012652,UBERON_0001155,BTO_0001615,-
MCF7L-TamRimmortalized_breast_epithelial_tamoxifen_resistant_cell_line,CL,-,-,CL_0002327,CL_0002327,UBERON_0000310,UBERON_0000310,-,-
Arteries_C,A,-,-,-,CL_0002144,UBERON_0001637,UBERON_0000947,BTO_0000573,BTO_0000532
left ventricle 3y,A,-,-,CL_0002494,CL_0002494,UBERON_0002084,UBERON_0002084,BTO_0001629,BTO_0001717
spleen,A,-,-,-,CL_0000236,UBERON_0002106,UBERON_0002106,BTO_0001281,BTO_0001301
Renal Glomerular Endothelial Cells donor2,CT,-,-,CL_0002188,CL_0002139,UBERON_0004212,UBERON_0002298,BTO_0004632,BTO_0002727
Aska-BAF47KO1 shCt,-,-,-,CL_0000214,CL_2000000,UBERON_0004905,UBERON_0000955,-,-
SK-N-BE,CL,-,CLO_0009558,CL_0000031,CL_0000031,UBERON_0000955,UBERON_0001016,-,-
round spermatids,CT,-,-,CL_0000018,CL_0000262,UBERON_0000473,UBERON_0008266,BTO_0001274,-
OSK,-,-,CLO_0002066,-,CL_0002622,-,UBERON_0002067,-,BTO_0003504
H3.3K27M-KO_DIPGXIII-c10p5-Rx_R2_cells,-,-,-,-,-,UBERON_0000955,UBERON_0000955,-,-
GM10861_female_B-cells,CL,CLO_0024094,CLO_0026707,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,-,-
Smooth Muscle Cells - Umbilical Artery donor3,CT,-,-,CL_0002594,CL_2000073,UBERON_0012615,UBERON_0012508,-,BTO_0000215
HCC70,CL,CLO_0003658,CLO_0007113,CL_0002327,CL_0002327,UBERON_0000310,UBERON_0000310,BTO_0005963,BTO_0006163
HEK293_embryonic_kidney,CL,CLO_0001230,CLO_0001230,CL_0002518,CL_0002518,UBERON_0002113,UBERON_0002113,BTO_0000007,BTO_0000937
IMS-M2,CL,-,-,CL_0000763,CL_0011108,UBERON_0000178,UBERON_0001083,-,-
LTED_breast_cancer,CT,-,-,CL_0002327,-,UBERON_0000310,-,-,-
22rv1,CL,CLO_0001200,CLO_0001942,CL_0002231,CL_0002231,UBERON_0002367,UBERON_0002367,BTO_0002999,BTO_0002859
MCF10A-ER-Src,CL,CLO_0037240,CLO_0007634,CL_0002327,CL_0002327,UBERON_0000310,UBERON_0000310,-,BTO_0001939
Foreskin melanocyte,CT,-,-,CL_2000045,CL_2000045,UBERON_0001332,UBERON_0001332,BTO_0005457,BTO_0004886
Kelly_vehicle,CL,CLO_0007091,CLO_0007090,CL_0000031,CL_0000031,UBERON_0000955,UBERON_0000955,BTO_0006213,BTO_0006355
Monomac6_CTRL,CL,CLO_0007828,-,CL_0000576,CL_0000763,UBERON_0000178,UBERON_0000178,BTO_0002333,BTO_0004768
osteosarcoma cell line:HS-Os-1,CL,CLO_0050022,CLO_0021549,CL_0000062,CL_0001035,UBERON_0000976,UBERON_0002481,-,-
MyoFibrob_B,CT,-,-,CL_0000186,CL_0000185,UBERON_0002384,UBERON_0002384,BTO_0001946,BTO_0001978
Caudate_nucleus,A,-,-,CL_0002319,CL_0002319,UBERON_0001873,UBERON_0000219,BTO_0000211,BTO_0001378
NT2,-,-,CLO_0037234,-,CL_0000038,-,UBERON_0002357,-,-
squamous cell carcinoma cell line:EC-GI-10,CL,CLO_0051378,CLO_0051151,CL_0000076,CL_0000076,UBERON_0001043,UBERON_0000016,BTO_0002861,-
Capillary_1_E,CT,-,-,CL_0002144,CL_0002144,UBERON_0001915,UBERON_0001914,BTO_0004956,BTO_0004958
NA-A_astrocytes,-,-,-,CL_0000127,CL_0000121,UBERON_0001017,UBERON_0000955,-,BTO_0000452
FX52 iPSCs dC-T,CT,-,-,CL_0002248,CL_0002248,-,UBERON_0000922,-,-
MSTO,CL,CLO_0007880,-,CL_0000077,-,UBERON_0001136,-,BTO_0002425,-
DMS 144,CL,-,CLO_0037055,CL_0000082,CL_0000169,UBERON_0002048,UBERON_0000996,-,-
LCL_lymphoblastoid_cell_line_ETOH,CT,-,-,CL_0017005,CL_0000542,UBERON_0000178,UBERON_0000178,BTO_0000773,-
GM12004,CL,CLO_0020480,CLO_0024002,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,-,-
Human Embryos,CT,-,-,CL_0002321,CL_0002248,UBERON_0000922,UBERON_0000922,BTO_0000379,-
P493-6_B-cell_lymphoma_SHCTR,CL,-,CLO_0002732,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,BTO_0003291,BTO_0004735
Peripheral_Blood_Mononuclear_Primary_Cells,CT,-,-,CL_2000001,CL_2000007,UBERON_0000178,UBERON_0000178,BTO_0001025,BTO_0001927
Esophagus Squamous Epithelium,A,-,-,CL_0000076,CL_0000076,UBERON_0006920,UBERON_0005290,BTO_0003635,BTO_0001770
Syn_vil_cytoTrophobs_1,CT,-,-,CL_0000034,-,UBERON_0001987,-,-,-
TC71_SA2 KO,CL,CLO_0009879,CLO_0009918,CL_0001035,CL_0001035,UBERON_0002481,UBERON_0002481,BTO_0002604,-
bipolar neuron,CT,-,-,CL_0000103,CL_0000097,UBERON_0001016,UBERON_0001016,-,BTO_0004760
LM2-4175,CL,-,-,CL_0002327,CL_0000236,UBERON_0000310,UBERON_0000178,-,-
VCaP_and_LTAD_cells,CL,-,CLO_0037117,CL_0002231,CL_0002231,UBERON_0002367,UBERON_0002367,-,BTO_0003215
B_B,CT,-,-,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,BTO_0000776,BTO_0000776
Vascular_endothelial_spleen,CT,-,-,CL_2000053,CL_0009244,UBERON_0002106,UBERON_0002107,-,-
MCF_10A,CL,CLO_0007599,CLO_0007635,CL_0002327,CL_0002327,UBERON_0000310,UBERON_0000310,BTO_0001939,BTO_0001939
HS-ES-2R,CL,CLO_0050147,CLO_0037138,-,CL_0002248,-,UBERON_0000922,-,BTO_0005988
Neurons donor2,CT,-,-,CL_0000540,CL_0000540,UBERON_0001016,UBERON_0001016,BTO_0000938,BTO_0000752
EEB,CL,CLO_0051023,CLO_0051057,CL_0000764,CL_0011108,UBERON_0000178,UBERON_0002242,-,-
HEMn,CT,-,-,CL_2000000,CL_2000008,UBERON_0001003,UBERON_0001003,-,-
HTOA,CL,CLO_0051442,CLO_0009059,CL_0000313,CL_0002610,UBERON_0000992,UBERON_0002384,-,-
iPS_20b,CL,CLO_0037308,CLO_0037371,CL_0002248,CL_0002248,-,-,-,-
LX-2_hepatic_stellate_cells_TGFB1,CL,-,-,CL_0000632,CL_0000318,UBERON_0002107,UBERON_0002107,BTO_0003516,BTO_0001935
GM12878,CL,CLO_0022851,CLO_0022854,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,BTO_0006353,-
t47d,CL,CLO_0009251,CLO_0009241,CL_0002327,CL_0002327,UBERON_0000310,UBERON_0000310,BTO_0001248,BTO_0001248
NCI-H1299_EGFP-NEO_reporter_cells_SAHA,CL,CLO_0007986,CLO_0007986,CL_0000082,CL_0000082,UBERON_0002048,UBERON_0002048,BTO_0002552,BTO_0002029
DLD-1_colon_adenocarcinoma,CL,CLO_0002785,CLO_0002574,CL_0011108,CL_0011108,UBERON_0001155,UBERON_0001155,BTO_0000391,BTO_0001551
GIST-T1_Gastrointestinal_stromal_tumor,CL,-,-,CL_0002319,CL_0002319,UBERON_0000945,UBERON_0003123,-,BTO_0004321
M0_CB,CT,-,-,CL_0000235,CL_0000235,UBERON_0000178,UBERON_0000178,-,-
Fetal_Muscle_Trunk,A,-,-,CL_0000187,CL_0000187,UBERON_0001774,UBERON_0001399,-,-
